# ----------------------------------------,,,,,,,
# www.photo-a-day.org,,,,,,,
# Pages,,,,,,,
# 20050601-20161006,,,,,,,
# ----------------------------------------,,,,,,,
,,,,,,,
Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/PhotoDetail.aspx?date=12/25/2013,15,13,0:00:13,0,0.00%,6.67%,$0.00 
/PhotoDetail.aspx?date=12/27/2011,15,13,0:00:03,0,0.00%,20.00%,$0.00 
/PhotoDetail.aspx?date=12/31/2009,15,13,0:00:05,0,0.00%,6.67%,$0.00 
/PhotoDetail.aspx?date=01/04/2011,14,13,0:00:06,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=01/07/2013,14,13,0:00:06,0,0.00%,35.71%,$0.00 
/PhotoDetail.aspx?date=01/12/2013,14,12,0:00:05,0,0.00%,7.14%,$0.00 
/PhotoDetail.aspx?date=01/13/2011,14,14,0:00:04,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=01/14/2013,14,13,0:00:04,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=01/18/2012,14,12,0:01:56,0,0.00%,7.14%,$0.00 
/PhotoDetail.aspx?date=01/26/2011,14,13,0:00:08,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=01/28/2010,14,14,0:00:33,8,62.50%,42.86%,$0.00 
/PhotoDetail.aspx?date=01/29/2010,14,14,0:00:14,6,83.33%,35.71%,$0.00 
/PhotoDetail.aspx?date=01/30/2012,14,13,0:00:03,0,0.00%,21.43%,$0.00 
/PhotoDetail.aspx?date=02/02/2014,14,11,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/04/2012,14,11,0:00:29,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=02/11/2011,14,13,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/11/2012,14,12,0:00:26,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/12/2013,14,13,0:00:30,1,0.00%,21.43%,$0.00 
/PhotoDetail.aspx?date=02/13/2011,14,14,0:00:04,0,0.00%,21.43%,$0.00 
/PhotoDetail.aspx?date=02/13/2013,14,11,0:00:21,0,0.00%,7.14%,$0.00 
/PhotoDetail.aspx?date=02/14/2013,14,14,0:00:05,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=02/15/2010,14,14,0:00:19,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/15/2013,14,14,0:00:06,0,0.00%,21.43%,$0.00 
/PhotoDetail.aspx?date=02/16/2014,14,10,0:00:04,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=02/17/2011,14,14,0:00:06,0,0.00%,21.43%,$0.00 
/PhotoDetail.aspx?date=02/18/2013,14,12,0:00:24,0,0.00%,21.43%,$0.00 
/PhotoDetail.aspx?date=02/24/2012,14,12,0:00:04,0,0.00%,21.43%,$0.00 
/PhotoDetail.aspx?date=02/24/2013,14,14,0:00:08,0,0.00%,28.57%,$0.00 
/PhotoDetail.aspx?date=02/26/2012,14,13,0:00:06,0,0.00%,7.14%,$0.00 
/PhotoDetail.aspx?date=02/27/2011,14,13,0:00:04,0,0.00%,7.14%,$0.00 
/PhotoDetail.aspx?date=03/03/2013,14,13,0:00:05,0,0.00%,7.14%,$0.00 
/PhotoDetail.aspx?date=03/11/2014,14,13,0:00:25,6,83.33%,42.86%,$0.00 
/PhotoDetail.aspx?date=03/18/2014,14,9,0:00:09,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=03/27/2012,14,14,0:00:07,0,0.00%,7.14%,$0.00 
/PhotoDetail.aspx?date=03/28/2012,14,14,0:00:03,0,0.00%,7.14%,$0.00 
/PhotoDetail.aspx?date=03/09/2010,14,14,0:00:05,0,0.00%,28.57%,$0.00 
/PhotoDetail.aspx?date=04/04/2012,14,14,0:00:02,0,0.00%,21.43%,$0.00 
/PhotoDetail.aspx?date=04/26/2011,14,13,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=04/29/2012,14,13,0:00:10,0,0.00%,7.14%,$0.00 
/PhotoDetail.aspx?date=05/04/2012,14,13,0:00:04,0,0.00%,21.43%,$0.00 
/PhotoDetail.aspx?date=05/12/2013,14,12,0:00:05,0,0.00%,21.43%,$0.00 
/PhotoDetail.aspx?date=05/19/2013,14,10,0:01:01,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=05/25/2011,14,14,0:00:05,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=06/02/2012,14,12,0:00:10,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/04/2013,14,11,0:00:32,0,0.00%,7.14%,$0.00 
/PhotoDetail.aspx?date=06/11/2005,14,13,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/16/2010,14,14,0:00:03,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=06/19/2012,14,12,0:00:11,0,0.00%,28.57%,$0.00 
/PhotoDetail.aspx?date=06/20/2013,14,13,0:00:06,0,0.00%,7.14%,$0.00 
/PhotoDetail.aspx?date=06/21/2013,14,14,0:00:07,1,0.00%,7.14%,$0.00 
/PhotoDetail.aspx?date=06/22/2013,14,13,0:00:21,1,100.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=06/23/2013,14,13,0:00:05,0,0.00%,7.14%,$0.00 
/PhotoDetail.aspx?date=06/26/2012,14,13,0:00:07,0,0.00%,21.43%,$0.00 
/PhotoDetail.aspx?date=07/12/2011,14,10,0:00:24,1,0.00%,21.43%,$0.00 
/PhotoDetail.aspx?date=07/12/2012,14,14,0:00:04,0,0.00%,28.57%,$0.00 
/PhotoDetail.aspx?date=07/13/2011,14,11,0:00:08,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=07/18/2013,14,14,0:00:07,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=07/29/2012,14,13,0:00:08,0,0.00%,28.57%,$0.00 
/PhotoDetail.aspx?date=08/02/2013,14,14,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/05/2012,14,14,0:00:06,0,0.00%,21.43%,$0.00 
/PhotoDetail.aspx?date=08/12/2012,14,13,0:00:46,0,0.00%,21.43%,$0.00 
/PhotoDetail.aspx?date=08/14/2012,14,13,0:00:09,0,0.00%,35.71%,$0.00 
/PhotoDetail.aspx?date=08/18/2012,14,11,0:00:05,0,0.00%,7.14%,$0.00 
/PhotoDetail.aspx?date=08/20/2013,14,13,0:00:21,0,0.00%,21.43%,$0.00 
/PhotoDetail.aspx?date=08/27/2012,14,12,0:00:05,0,0.00%,21.43%,$0.00 
/PhotoDetail.aspx?date=08/28/2012,14,12,0:00:04,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=09/08/2012,14,14,0:00:24,1,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=09/09/2012,14,13,0:00:04,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=09/10/2012,14,14,0:00:10,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=09/12/2012,14,14,0:00:04,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=09/16/2013,14,11,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/17/2012,14,10,0:00:12,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=09/17/2013,14,12,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/18/2013,14,11,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/20/2011,14,14,0:00:12,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/21/2011,14,13,0:00:12,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=09/22/2011,14,13,0:00:03,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=10/01/2011,14,13,0:00:05,0,0.00%,7.14%,$0.00 
/PhotoDetail.aspx?date=10/01/2012,14,13,0:00:08,0,0.00%,21.43%,$0.00 
/PhotoDetail.aspx?date=10/06/2013,14,14,0:00:14,0,0.00%,7.14%,$0.00 
/PhotoDetail.aspx?date=10/11/2012,14,13,0:00:06,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=10/14/2011,14,14,0:00:04,0,0.00%,7.14%,$0.00 
/PhotoDetail.aspx?date=10/14/2012,14,13,0:00:05,0,0.00%,21.43%,$0.00 
/PhotoDetail.aspx?date=10/16/2013,14,14,0:00:08,0,0.00%,7.14%,$0.00 
/PhotoDetail.aspx?date=10/18/2012,14,14,0:00:06,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=10/27/2011,14,12,0:00:25,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=11/01/2012,14,12,0:00:20,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=11/10/2011,14,13,0:00:19,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/12/2011,14,13,0:00:10,0,0.00%,7.14%,$0.00 
/PhotoDetail.aspx?date=11/15/2013,14,14,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/19/2011,14,10,0:00:04,0,0.00%,21.43%,$0.00 
/PhotoDetail.aspx?date=11/21/2013,14,13,0:00:06,0,0.00%,7.14%,$0.00 
/PhotoDetail.aspx?date=11/22/2011,14,13,0:00:03,0,0.00%,28.57%,$0.00 
/PhotoDetail.aspx?date=11/24/2011,14,13,0:00:05,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=12/05/2011,14,13,0:00:03,0,0.00%,7.14%,$0.00 
/PhotoDetail.aspx?date=12/05/2012,14,11,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/08/2011,14,13,0:00:04,0,0.00%,7.14%,$0.00 
/PhotoDetail.aspx?date=12/13/2011,14,11,0:00:04,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=12/18/2010,14,14,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/22/2010,14,14,0:00:09,0,0.00%,21.43%,$0.00 
/PhotoDetail.aspx?date=12/24/2011,14,10,0:00:05,0,0.00%,14.29%,$0.00 
/PhotoDetail.aspx?date=12/24/2012,14,13,0:00:07,0,0.00%,21.43%,$0.00 
/PhotoDetail.aspx?date=12/27/2010,14,13,0:00:06,0,0.00%,7.14%,$0.00 
/PhotoDetail.aspx?date=12/28/2012,14,14,0:00:05,0,0.00%,35.71%,$0.00 
/PhotoDetail.aspx?date=12/29/2011,14,11,0:00:10,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/30/2010,14,13,0:00:11,0,0.00%,28.57%,$0.00 
/PhotoDetail.aspx?date=12/31/2010,14,12,0:00:07,0,0.00%,21.43%,$0.00 
/PhotoDetail.aspx?date=12/25/2009,14,13,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/03/2013,13,13,0:00:05,0,0.00%,7.69%,$0.00 
/PhotoDetail.aspx?date=01/08/2013,13,11,0:00:08,0,0.00%,30.77%,$0.00 
/PhotoDetail.aspx?date=01/14/2011,13,13,0:00:07,0,0.00%,7.69%,$0.00 
/PhotoDetail.aspx?date=01/15/2013,13,12,0:00:05,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=01/18/2011,13,12,0:00:04,0,0.00%,23.08%,$0.00 
/PhotoDetail.aspx?date=01/19/2012,13,12,0:00:03,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=01/24/2011,13,12,0:00:05,0,0.00%,7.69%,$0.00 
/PhotoDetail.aspx?date=01/25/2012,13,12,0:00:06,2,0.00%,7.69%,$0.00 
/PhotoDetail.aspx?date=01/25/2013,13,12,0:00:46,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=01/31/2013,13,13,0:00:05,0,0.00%,23.08%,$0.00 
/PhotoDetail.aspx?date=02/06/2010,13,13,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/09/2010,13,13,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/10/2011,13,12,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/15/2014,13,9,0:00:04,0,0.00%,7.69%,$0.00 
/PhotoDetail.aspx?date=02/16/2012,13,13,0:00:04,0,0.00%,30.77%,$0.00 
/PhotoDetail.aspx?date=02/17/2012,13,12,0:00:05,1,100.00%,30.77%,$0.00 
/PhotoDetail.aspx?date=02/19/2010,13,12,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/20/2010,13,12,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/20/2013,13,11,0:00:06,0,0.00%,7.69%,$0.00 
/PhotoDetail.aspx?date=02/21/2013,13,10,0:01:22,0,0.00%,23.08%,$0.00 
/PhotoDetail.aspx?date=02/23/2010,13,12,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/23/2012,13,12,0:00:03,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=02/24/2011,13,13,0:00:06,0,0.00%,7.69%,$0.00 
/PhotoDetail.aspx?date=02/27/2012,13,12,0:00:07,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=03/02/2013,13,12,0:00:21,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=03/09/2012,13,12,0:00:04,0,0.00%,7.69%,$0.00 
/PhotoDetail.aspx?date=03/09/2013,13,11,0:00:05,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=03/10/2012,13,13,0:00:02,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=03/18/2013,13,11,0:00:20,0,0.00%,7.69%,$0.00 
/PhotoDetail.aspx?date=03/19/2013,13,12,0:00:08,0,0.00%,7.69%,$0.00 
/PhotoDetail.aspx?date=03/22/2012,13,13,0:00:06,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=04/10/2013,13,12,0:00:51,1,100.00%,7.69%,$0.00 
/PhotoDetail.aspx?date=04/14/2013,13,12,0:00:10,0,0.00%,38.46%,$0.00 
/PhotoDetail.aspx?date=04/29/2013,13,10,0:00:04,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=04/30/2012,13,12,0:00:05,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=05/06/2012,13,12,0:00:18,0,0.00%,30.77%,$0.00 
/PhotoDetail.aspx?date=05/12/2012,13,12,0:00:07,0,0.00%,7.69%,$0.00 
/PhotoDetail.aspx?date=05/14/2013,13,13,0:00:04,1,100.00%,38.46%,$0.00 
/PhotoDetail.aspx?date=05/16/2011,13,13,0:00:04,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=05/31/2013,13,12,0:00:12,3,100.00%,30.77%,$0.00 
/PhotoDetail.aspx?date=06/03/2013,13,10,0:00:04,0,0.00%,7.69%,$0.00 
/PhotoDetail.aspx?date=06/09/2012,13,12,0:01:06,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=06/10/2005,13,12,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/10/2013,13,11,0:00:11,1,0.00%,7.69%,$0.00 
/PhotoDetail.aspx?date=06/12/2005,13,12,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/12/2012,13,13,0:00:05,0,0.00%,46.15%,$0.00 
/PhotoDetail.aspx?date=06/13/2013,13,11,0:00:03,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=06/14/2012,13,13,0:00:06,0,0.00%,23.08%,$0.00 
/PhotoDetail.aspx?date=06/24/2013,13,11,0:00:10,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=06/28/2012,13,13,0:00:11,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=07/09/2012,13,12,0:00:05,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=07/11/2013,13,12,0:00:42,0,0.00%,7.69%,$0.00 
/PhotoDetail.aspx?date=07/23/2012,13,12,0:00:07,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=08/04/2011,13,11,0:00:04,0,0.00%,23.08%,$0.00 
/PhotoDetail.aspx?date=08/08/2012,13,13,0:00:03,0,0.00%,23.08%,$0.00 
/PhotoDetail.aspx?date=08/09/2011,13,10,0:00:10,1,0.00%,23.08%,$0.00 
/PhotoDetail.aspx?date=08/15/2011,13,12,0:00:05,0,0.00%,7.69%,$0.00 
/PhotoDetail.aspx?date=08/15/2012,13,12,0:02:28,0,0.00%,23.08%,$0.00 
/PhotoDetail.aspx?date=08/16/2011,13,12,0:00:10,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=08/17/2013,13,12,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=08/20/2011,13,11,0:00:04,0,0.00%,7.69%,$0.00 
/PhotoDetail.aspx?date=08/20/2012,13,12,0:00:13,0,0.00%,23.08%,$0.00 
/PhotoDetail.aspx?date=08/25/2013,13,11,0:02:47,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=08/29/2012,13,11,0:00:05,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=08/29/2013,13,10,0:00:11,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=08/30/2010,13,13,0:00:04,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=08/30/2012,13,12,0:00:06,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=08/31/2012,13,12,0:00:14,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=09/02/2012,13,11,0:00:07,0,0.00%,7.69%,$0.00 
/PhotoDetail.aspx?date=09/06/2012,13,13,0:00:05,0,0.00%,23.08%,$0.00 
/PhotoDetail.aspx?date=09/11/2011,13,12,0:00:07,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=09/11/2012,13,13,0:00:18,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/16/2011,13,13,0:00:06,0,0.00%,7.69%,$0.00 
/PhotoDetail.aspx?date=09/19/2012,13,11,0:00:05,0,0.00%,7.69%,$0.00 
/PhotoDetail.aspx?date=09/19/2013,13,12,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=09/26/2012,13,11,0:00:05,0,0.00%,30.77%,$0.00 
/PhotoDetail.aspx?date=09/30/2011,13,12,0:00:05,0,0.00%,7.69%,$0.00 
/PhotoDetail.aspx?date=10/08/2013,13,13,0:00:03,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/15/2012,13,13,0:00:06,0,0.00%,7.69%,$0.00 
/PhotoDetail.aspx?date=10/16/2011,13,13,0:00:05,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=10/18/2013,13,12,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/19/2011,13,12,0:00:03,0,0.00%,7.69%,$0.00 
/PhotoDetail.aspx?date=10/21/2010,13,13,0:00:04,0,0.00%,7.69%,$0.00 
/PhotoDetail.aspx?date=10/21/2013,13,13,0:00:08,0,0.00%,7.69%,$0.00 
/PhotoDetail.aspx?date=10/24/2011,13,12,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/24/2012,13,12,0:00:06,0,0.00%,23.08%,$0.00 
/PhotoDetail.aspx?date=10/25/2011,13,12,0:00:04,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=10/26/2012,13,12,0:00:06,0,0.00%,7.69%,$0.00 
/PhotoDetail.aspx?date=10/26/2013,13,12,0:00:07,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=10/28/2010,13,12,0:00:06,0,0.00%,7.69%,$0.00 
/PhotoDetail.aspx?date=10/29/2010,13,13,0:01:34,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=10/30/2010,13,13,0:00:04,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=11/18/2011,13,9,0:01:57,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/18/2013,13,13,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=11/19/2012,13,11,0:00:07,0,0.00%,23.08%,$0.00 
/PhotoDetail.aspx?date=11/27/2011,13,11,0:00:04,0,0.00%,7.69%,$0.00 
/PhotoDetail.aspx?date=11/28/2011,13,12,0:00:04,0,0.00%,7.69%,$0.00 
/PhotoDetail.aspx?date=11/29/2012,13,12,0:01:53,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=11/30/2011,13,12,0:00:06,0,0.00%,7.69%,$0.00 
/PhotoDetail.aspx?date=12/01/2012,13,11,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/02/2012,13,11,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=12/17/2011,13,13,0:00:05,0,0.00%,23.08%,$0.00 
/PhotoDetail.aspx?date=12/23/2012,13,11,0:00:28,0,0.00%,7.69%,$0.00 
/PhotoDetail.aspx?date=12/25/2011,13,12,0:00:05,0,0.00%,15.38%,$0.00 
/PhotoDetail.aspx?date=12/30/2012,13,13,0:00:04,0,0.00%,23.08%,$0.00 
/PhotoDetail.aspx?date=01/01/2014,12,11,0:00:14,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/06/2013,12,11,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=01/13/2013,12,12,0:00:05,0,0.00%,16.67%,$0.00 
/PhotoDetail.aspx?date=01/19/2011,12,12,0:00:16,0,0.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=01/20/2013,12,11,0:00:06,0,0.00%,8.33%,$0.00 
/PhotoDetail.aspx?date=01/21/2013,12,12,0:00:06,1,0.00%,8.33%,$0.00 
/PhotoDetail.aspx?date=01/22/2013,12,11,0:00:10,0,0.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=01/24/2013,12,12,0:00:06,0,0.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=01/27/2012,12,11,0:00:04,0,0.00%,8.33%,$0.00 
/PhotoDetail.aspx?date=01/28/2012,12,11,0:00:03,0,0.00%,8.33%,$0.00 
/PhotoDetail.aspx?date=01/29/2013,12,11,0:00:27,0,0.00%,33.33%,$0.00 
/PhotoDetail.aspx?date=01/31/2012,12,11,0:00:04,0,0.00%,8.33%,$0.00 
/PhotoDetail.aspx?date=02/01/2010,12,12,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/02/2012,12,11,0:00:06,0,0.00%,16.67%,$0.00 
/PhotoDetail.aspx?date=02/05/2013,12,12,0:00:09,0,0.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=02/06/2014,12,11,0:00:12,0,0.00%,33.33%,$0.00 
/PhotoDetail.aspx?date=02/07/2010,12,11,0:00:03,0,0.00%,8.33%,$0.00 
/PhotoDetail.aspx?date=02/09/2013,12,12,0:00:06,0,0.00%,33.33%,$0.00 
/PhotoDetail.aspx?date=02/09/2014,12,10,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/12/2012,12,11,0:00:17,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/12/2014,12,11,0:00:06,1,100.00%,41.67%,$0.00 
/PhotoDetail.aspx?date=02/13/2010,12,11,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=02/13/2012,12,11,0:00:10,0,0.00%,8.33%,$0.00 
/PhotoDetail.aspx?date=02/14/2014,12,10,0:00:08,0,0.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=02/17/2013,12,12,0:00:14,0,0.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=02/19/2013,12,11,0:00:03,0,0.00%,16.67%,$0.00 
/PhotoDetail.aspx?date=02/21/2012,12,11,0:00:04,0,0.00%,8.33%,$0.00 
/PhotoDetail.aspx?date=02/22/2011,12,12,0:00:08,0,0.00%,16.67%,$0.00 
/PhotoDetail.aspx?date=02/23/2011,12,12,0:00:06,0,0.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=02/25/2012,12,12,0:00:13,0,0.00%,8.33%,$0.00 
/PhotoDetail.aspx?date=02/28/2012,12,11,0:00:05,0,0.00%,16.67%,$0.00 
/PhotoDetail.aspx?date=03/06/2012,12,12,0:00:05,0,0.00%,8.33%,$0.00 
/PhotoDetail.aspx?date=03/06/2013,12,10,0:02:36,0,0.00%,16.67%,$0.00 
/PhotoDetail.aspx?date=03/07/2012,12,12,0:00:03,0,0.00%,16.67%,$0.00 
/PhotoDetail.aspx?date=03/07/2013,12,8,0:00:07,0,0.00%,8.33%,$0.00 
/PhotoDetail.aspx?date=03/21/2013,12,11,0:00:04,0,0.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=03/23/2012,12,12,0:00:05,0,0.00%,16.67%,$0.00 
/PhotoDetail.aspx?date=04/12/2011,12,12,0:00:04,0,0.00%,8.33%,$0.00 
/PhotoDetail.aspx?date=04/13/2011,12,12,0:00:04,0,0.00%,8.33%,$0.00 
/PhotoDetail.aspx?date=04/19/2013,12,10,0:00:06,0,0.00%,8.33%,$0.00 
/PhotoDetail.aspx?date=04/20/2013,12,10,0:00:05,0,0.00%,8.33%,$0.00 
/PhotoDetail.aspx?date=04/22/2013,12,10,0:00:05,0,0.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=04/24/2012,12,10,0:01:08,0,0.00%,8.33%,$0.00 
/PhotoDetail.aspx?date=04/27/2012,12,10,0:00:07,0,0.00%,8.33%,$0.00 
/PhotoDetail.aspx?date=05/01/2013,12,9,0:00:07,0,0.00%,8.33%,$0.00 
/PhotoDetail.aspx?date=05/10/2013,12,10,0:00:05,0,0.00%,8.33%,$0.00 
/PhotoDetail.aspx?date=05/13/2013,12,12,0:00:06,0,0.00%,16.67%,$0.00 
/PhotoDetail.aspx?date=05/26/2013,12,10,0:00:05,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=05/28/2013,12,10,0:00:06,0,0.00%,8.33%,$0.00 
/PhotoDetail.aspx?date=05/30/2013,12,11,0:00:03,0,0.00%,8.33%,$0.00 
/PhotoDetail.aspx?date=06/06/2013,12,11,0:00:06,0,0.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=06/07/2012,12,11,0:02:43,0,0.00%,8.33%,$0.00 
/PhotoDetail.aspx?date=06/07/2013,12,11,0:00:05,0,0.00%,16.67%,$0.00 
/PhotoDetail.aspx?date=06/08/2013,12,11,0:00:09,0,0.00%,16.67%,$0.00 
/PhotoDetail.aspx?date=06/09/2013,12,11,0:00:06,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/11/2013,12,12,0:00:05,0,0.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=06/13/2005,12,12,0:00:04,0,0.00%,0.00%,$0.00 
/PhotoDetail.aspx?date=06/17/2012,12,9,0:00:04,0,0.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=06/18/2013,12,12,0:00:06,0,0.00%,8.33%,$0.00 
/PhotoDetail.aspx?date=06/20/2012,12,11,0:00:05,0,0.00%,16.67%,$0.00 
/PhotoDetail.aspx?date=06/21/2012,12,10,0:00:08,0,0.00%,25.00%,$0.00 
/PhotoDetail.aspx?date=06/23/2012,12,11,0:00:05,0,0.00%,8.33%,$0.00 
/PhotoDetail.aspx?date=06/27/2012,12,11,0:00:04,0,0.00%,8.33%,$0.00 
/PhotoDetail.aspx?date=06/30/2013,12,12,0:00:08,0,0.00%,16.67%,$0.00 
